,id,release_date,revenue,genres,vote_count,runtime,budget,vote_average,release_month,release_year
12883,7446,2008-08-09,188072649.0,Action Comedy,1707.0,107.0,92000000,6.5,8,2008
12885,12180,2008-08-05,68282844.0,Thriller Animation Action Science Fiction Adventure Fantasy,434.0,98.0,8500000,5.8,8,2008
12886,13107,2008-08-15,1829917.0,Comedy Drama,64.0,99.0,0,5.8,8,2008
12888,13256,2008-08-07,2033165.0,Action Adventure Horror Science Fiction,142.0,111.0,8000000,5.1,8,2008
12890,8885,2008-06-25,11125849.0,Drama Animation War,294.0,90.0,2000000,7.8,6,2008
12891,13310,2008-01-26,10785801.0,Horror Drama,997.0,115.0,4000000,7.5,1,2008
12893,10483,2008-08-22,73762516.0,Action Thriller Science Fiction,1205.0,105.0,45000000,6.0,8,2008
12894,12620,2008-08-22,70442940.0,Romance Comedy,548.0,97.0,25000000,5.6,8,2008
12896,10186,2008-08-20,8762890.0,Comedy Music,159.0,102.0,15000000,5.6,8,2008
12898,13515,2008-08-15,72436439.0,Horror Mystery Thriller,494.0,110.0,35000000,6.0,8,2008
12904,13637,2007-09-15,2725258.0,Adventure Action Comedy Western Thriller,79.0,121.0,3800000,6.3,9,2007
12910,4944,2008-09-05,163720069.0,Comedy Drama,1251.0,96.0,37000000,6.5,9,2008
12911,13805,2008-08-29,14109284.0,Action Comedy,250.0,87.0,25000000,3.1,8,2008
12912,9381,2008-08-20,72108608.0,Action Adventure Science Fiction Thriller,687.0,101.0,70000000,5.4,8,2008
12913,13291,2008-08-23,23530831.0,Drama Action Thriller Crime,210.0,114.0,22000000,6.6,8,2008
12914,13991,2008-08-28,6230276.0,Comedy,48.0,94.0,7000000,4.8,8,2008
12916,13972,2008-09-12,50007546.0,Comedy Drama Romance,96.0,114.0,16000000,4.6,9,2008
12920,15206,2007-09-06,54947.0,Horror,135.0,102.0,3500000,4.1,9,2007
12921,8285,2008-12-25,39031337.0,Action Comedy Thriller Crime Science Fiction,323.0,103.0,60000000,4.7,12,2008
12927,13184,2008-08-21,42487390.0,Action Crime Thriller,336.0,99.0,45000000,5.0,8,2008
12941,13484,2006-06-24,245000.0,Comedy,35.0,85.0,79000,6.0,6,2006
12944,13389,2008-09-11,73174566.0,Action Crime Drama Thriller,382.0,101.0,60000000,5.9,9,2008
12945,13279,2008-09-19,27640028.0,Drama Crime Thriller,294.0,110.0,20000000,5.9,9,2008
12946,38140,2007-08-31,6.0,Action Adventure Comedy Foreign,4.0,98.0,4002313,6.0,8,2007
12965,12690,2008-09-12,20211394.0,Drama Western Crime,305.0,115.0,20000000,6.3,9,2008
12966,12412,2008-09-15,9323833.0,Drama War,90.0,160.0,45000000,6.3,9,2008
12975,13027,2008-09-25,178066569.0,Mystery Thriller Action,1038.0,118.0,80000000,6.3,9,2008
12976,13092,2008-10-02,17286299.0,Comedy Romance Drama,247.0,110.0,27000000,6.2,10,2008
12978,14326,2008-09-26,84375061.0,Drama Romance,160.0,97.0,0,5.9,9,2008
12980,12182,2008-10-03,32973937.0,Comedy Music Romance,387.0,89.0,9000000,6.4,10,2008
12992,13401,2008-02-29,22707064.0,Comedy Romance,179.0,90.0,0,5.2,2,2008
12996,3097,2003-05-24,25800.0,War Drama History Adventure Romance Thriller,5.0,127.0,10000000,7.8,5,2003
13000,12113,2008-10-10,113280098.0,Action Drama Thriller,919.0,128.0,70000000,6.5,10,2008
13001,13600,2008-10-07,17869048.0,Adventure Family Fantasy,614.0,90.0,55000000,6.2,10,2008
13002,10078,2007-05-18,1752038.0,Comedy,25.0,90.0,0,6.2,5,2007
13003,30266,1916-12-24,8000000.0,Adventure Drama Action Science Fiction,7.0,105.0,200000,6.0,12,1916
13006,13051,2008-10-15,85416905.0,Action,625.0,100.0,35000000,5.2,10,2008
13008,10358,2008-09-18,42105111.0,Comedy,734.0,102.0,24000000,6.1,9,2008
13009,10523,2008-10-17,29506464.0,Drama History,144.0,131.0,25100000,6.0,10,2008
13010,13596,2008-09-19,36620508.0,Romance Comedy,223.0,101.0,20000000,5.4,9,2008
13016,12837,2008-09-17,38105395.0,Adventure,159.0,114.0,11000000,7.4,9,2008
13018,13948,2008-10-03,7000000.0,Comedy Fantasy,20.0,83.0,20000000,4.1,10,2008
13020,7735,2008-03-11,19000000.0,Drama Thriller,870.0,107.0,7500000,7.5,3,2008
13029,13812,2008-10-10,40855419.0,Horror Science Fiction Thriller,343.0,89.0,12000000,5.6,10,2008
13034,13150,2008-09-09,31148328.0,Thriller Crime Drama,243.0,130.0,30000000,6.3,9,2008
13036,14325,2008-10-10,9793496.0,Drama,71.0,130.0,40000000,7.1,10,2008
13042,13809,2008-09-04,25739015.0,Action Crime Thriller,851.0,114.0,18000000,6.9,9,2008
13053,10527,2008-10-30,603900354.0,Family Animation,1866.0,89.0,150000000,6.2,10,2008
13054,13506,2008-06-06,38135878.0,Drama War History,41.0,123.0,2000000,6.8,6,2008
13056,8338,2008-05-14,19844979.0,Drama Mystery Science Fiction Thriller,393.0,121.0,25000000,6.4,5,2008
13057,3580,2008-01-30,113020255.0,Crime Drama Mystery,1151.0,141.0,55000000,7.3,1,2008
13059,20766,2009-11-25,27635305.0,Adventure Drama,1113.0,111.0,32000000,6.8,11,2009
13060,12405,2008-05-12,377910544.0,Drama Romance,2918.0,120.0,15000000,7.6,5,2008
13061,10764,2008-10-30,586090727.0,Adventure Action Thriller Crime,3015.0,106.0,200000000,6.1,10,2008
13064,15373,2008-02-03,92380927.0,Comedy,575.0,99.0,28000000,6.4,2,2008
13072,13672,2008-06-04,276891.0,Drama Action Comedy Crime,155.0,96.0,6000000,6.6,6,2008
13092,11917,2008-10-23,113857533.0,Horror Thriller Crime,848.0,92.0,10800000,6.0,10,2008
13093,8892,2008-05-16,7356393.0,Drama Comedy,31.0,152.0,0,6.7,5,2008
13096,13523,2008-10-16,18755936.0,Comedy Adventure Romance,348.0,109.0,19000000,6.0,10,2008
13098,15749,2008-10-27,391410.0,Action Adventure Drama Horror Thriller,36.0,108.0,6000000,4.8,10,2008
13100,14405,2008-10-03,149281606.0,Adventure Comedy Family,217.0,91.0,20000000,4.9,10,2008
13117,17704,1995-02-01,87600000.0,Documentary,5.0,40.0,0,5.4,2,1995
13122,8841,2008-09-24,28814580.0,Drama,179.0,128.0,0,6.9,9,2008
13124,13220,2008-10-31,124191.0,Horror Thriller,213.0,82.0,0,6.0,10,2008
13128,6972,2008-11-18,49554002.0,Drama,712.0,165.0,130000000,6.3,11,2008
13129,13053,2008-11-21,309979994.0,Animation Family Adventure Comedy,1798.0,98.0,150000000,6.3,11,2008
13131,10139,2008-11-26,54586584.0,History Drama,628.0,128.0,20000000,7.1,11,2008
13133,8966,2008-11-20,392616625.0,Adventure Fantasy Drama Romance,3688.0,122.0,37000000,5.8,11,2008
13135,13387,2008-11-26,108979549.0,Action Adventure Thriller Crime,1110.0,104.0,30000000,5.9,11,2008
13136,12193,2008-11-26,163733697.0,Comedy Romance Drama,337.0,88.0,80000000,5.3,11,2008
13137,14574,2008-05-07,20416563.0,War Drama,1492.0,94.0,12500000,7.7,5,2008
13138,10900,2008-02-08,1115493.0,Horror Thriller Mystery,111.0,97.0,3500000,6.0,2,2008
13140,14438,2008-09-26,33456317.0,Drama,100.0,122.0,500000,7.0,9,2008
13141,14248,2008-09-19,30000000.0,Animation Comedy Family Fantasy,154.0,87.0,25000000,5.6,9,2008
13144,10360,2008-05-15,2724474.0,Drama History,311.0,96.0,0,7.2,5,2008
13146,13056,2008-12-05,10089373.0,Action Crime,298.0,102.0,20500000,5.6,12,2008
13148,13793,2008-10-17,1107542.0,Drama,43.0,110.0,0,7.1,10,2008
13172,10200,2008-12-10,233093859.0,Drama Science Fiction Thriller,1057.0,104.0,80000000,5.2,12,2008
13184,14359,2008-11-27,50907234.0,Drama Mystery,445.0,104.0,20000000,7.0,11,2008
13187,13223,2008-12-09,269958228.0,Drama,3181.0,116.0,33000000,7.8,12,2008
13189,8055,2008-12-10,113019290.0,Drama Romance,835.0,124.0,32000000,7.2,12,2008
13190,3054,1968-12-30,2400000.0,Action Comedy Thriller,10.0,105.0,0,6.5,12,1968
13198,11321,2008-12-18,168167691.0,Drama,2092.0,123.0,55000000,7.5,12,2008
13204,12163,2008-09-07,44703995.0,Drama Romance,1031.0,109.0,6000000,7.3,9,2008
13219,4922,2008-11-24,333932083.0,Fantasy Drama Thriller Mystery Romance,3398.0,166.0,150000000,7.3,11,2008
13221,10201,2008-12-09,225990978.0,Comedy,1869.0,104.0,70000000,6.4,12,2008
13224,2253,2008-12-25,200276000.0,Drama Thriller History War,1195.0,121.0,75000000,6.7,12,2008
13241,10202,2008-12-24,212874442.0,Fantasy Comedy Family Romance,924.0,99.0,80000000,5.9,12,2008
13244,13973,2008-09-26,3830137.0,Comedy Drama,128.0,92.0,3000000,6.0,9,2008
13245,4148,2008-12-19,75225693.0,Drama Romance,824.0,119.0,35000000,6.8,12,2008
13249,13827,2008-09-05,69497.0,Comedy,25.0,85.0,6000000,4.7,9,2008
13251,15676,2007-04-28,333912.0,Comedy Crime Drama Thriller,29.0,110.0,4000000,6.4,4,2007
13253,13971,2008-01-01,21972336.0,Comedy,421.0,98.0,20000000,6.4,1,2008
13255,13813,2008-12-31,51155219.0,Action Drama History War,580.0,137.0,32000000,6.7,12,2008
13258,14306,2008-12-25,244082376.0,Comedy Family,1392.0,115.0,60000000,6.9,12,2008
13264,12429,2008-07-19,187479518.0,Animation Family,953.0,100.0,41677699,7.5,7,2008
13284,16409,2008-12-25,14879423.0,Drama Comedy Romance,69.0,92.0,0,6.1,12,2008
13286,14756,2008-12-12,21888598.0,Drama Action History,1309.0,108.0,11715578,7.5,12,2008
13295,13944,2008-09-26,2000000.0,Drama Mystery Thriller Romance,214.0,93.0,25000000,5.7,9,2008
13296,10199,2008-12-19,50877145.0,Adventure Animation Family,260.0,93.0,60000000,5.8,12,2008
13297,10521,2009-01-09,114663461.0,Comedy,884.0,89.0,30000000,5.9,1,2009
13299,13635,2008-10-22,31055440.0,Drama Action Thriller Crime,243.0,113.0,0,7.3,10,2008
13300,14435,2009-01-16,100734718.0,Mystery Horror,303.0,101.0,15000000,5.3,1,2009
13306,13177,2007-09-07,908847.0,Action Drama,75.0,99.0,8000000,6.3,9,2007
13310,14139,2007-09-20,553198.0,Science Fiction Thriller,313.0,92.0,2600000,7.0,9,2007
13317,12437,2009-01-22,91353501.0,Fantasy Action Adventure Science Fiction Thriller,1447.0,92.0,35000000,6.2,1,2009
13318,2309,2008-12-11,57490374.0,Adventure Family Fantasy,610.0,106.0,60000000,6.0,12,2008
13331,13825,2008-10-21,558000.0,Drama Thriller,116.0,99.0,9750000,6.0,10,2008
13334,14560,2009-01-15,183293131.0,Action Adventure Comedy Family,807.0,91.0,26000000,5.2,1,2009
13335,14410,2009-01-16,43051547.0,Drama Music,163.0,122.0,0,6.6,1,2009
13336,13788,2009-01-09,76514050.0,Horror Thriller Mystery,373.0,87.0,16000000,4.8,1,2009
13341,14353,2008-07-18,188126.0,Horror Comedy Music Science Fiction,103.0,98.0,0,6.7,7,2008
13343,14254,2009-01-30,41624046.0,Drama Horror Thriller,424.0,87.0,0,6.3,1,2009
13354,10529,2008-04-24,7033683.0,Fantasy Action Science Fiction,354.0,115.0,50000000,6.1,4,2008
13362,50318,2007-05-23,907456.0,Comedy Drama,14.0,96.0,4000000,5.4,5,2007
13367,1977,2009-05-12,38610009.0,Mystery Horror Thriller,150.0,90.0,5000000,5.3,5,2009
13369,13510,2008-09-12,3983997.0,Horror Thriller,415.0,91.0,0,6.7,9,2008
13371,14836,2009-02-05,124596398.0,Animation Family,1432.0,100.0,60000000,7.3,2,2009
13378,13455,2009-02-06,45465299.0,Action,671.0,111.0,38000000,5.9,2,2009
13379,4959,2009-02-03,60161391.0,Drama Thriller Crime,373.0,118.0,50000000,6.0,2,2009
13380,10362,2008-11-19,3148182.0,Drama Romance,157.0,110.0,12000000,6.6,11,2008
13381,10184,2009-02-06,177259441.0,Comedy Romance Drama,988.0,129.0,40000000,6.2,2,2009
13395,15189,2009-01-16,73034460.0,Comedy Family,205.0,100.0,35000000,5.7,1,2009
13410,16804,2008-09-13,69932387.0,Drama,202.0,130.0,0,7.7,9,2008
13413,1961,2007-10-01,173066.0,Comedy Horror,107.0,86.0,1500000,5.9,10,2007
13420,20829,2009-07-31,61458982.0,Comedy Drama,398.0,146.0,75000000,5.6,7,2009
13441,15268,2009-02-27,12764201.0,Action Adventure Science Fiction Thriller,113.0,97.0,50000000,3.9,2,2009
13444,15670,2009-02-16,90508336.0,Comedy Crime Drama,52.0,103.0,0,6.4,2,2009
13446,19255,2009-06-05,14899417.0,Drama Comedy Romance,189.0,98.0,17000000,6.7,6,2009
13453,8832,2008-05-23,11260366.0,Drama,166.0,110.0,7275000,7.5,5,2008
13455,8279,2008-01-19,23550000.0,Drama,79.0,130.0,19000000,6.5,1,2008
13457,13207,2009-02-11,91379051.0,Horror,566.0,97.0,19000000,5.7,2,2009
13460,15159,2009-02-06,75871032.0,Comedy Mystery,323.0,92.0,0,5.4,2,2009
13477,20421,1991-08-02,11657385.0,Comedy Family Animation Fantasy Music,46.0,77.0,18000000,5.3,8,1991
13480,14301,2008-07-15,3.0,Adventure Action Comedy Science Fiction Music,236.0,42.0,200000,7.8,7,2008
13492,16538,2009-03-20,91636986.0,Comedy,531.0,105.0,41000000,6.5,3,2009
13499,18781,2009-03-27,77527732.0,Thriller Horror,317.0,102.0,0,6.0,3,2009
13501,16558,2009-03-19,60000000.0,Romance Comedy Crime,203.0,125.0,78146652,5.7,3,2009
13502,13811,2009-03-19,155446362.0,Action Adventure Drama Mystery Science Fiction Thriller,1528.0,121.0,50000000,5.9,3,2009
13506,16353,2008-12-04,8936663.0,Adventure Action Thriller,156.0,98.0,8500000,5.9,12,2008
13507,15472,2009-02-27,104345682.0,Drama Thriller Crime Mystery,1020.0,152.0,13000000,7.4,2,2009
13509,13090,2008-01-18,16174377.0,Comedy Drama,256.0,102.0,5000000,6.5,1,2008
13519,16325,2009-02-27,500154.0,Action Crime Mystery,110.0,105.0,0,5.4,2,2009
13524,15512,2009-03-19,381509870.0,Animation Family Adventure Science Fiction,1464.0,94.0,175000000,6.0,3,2009
13540,14637,2008-12-19,186702.0,Drama Thriller,134.0,108.0,11500000,6.9,12,2008
13545,53863,1935-04-19,831.0,Romance Comedy Mystery,3.0,90.0,280,5.3,4,1935
13546,16991,2009-04-10,24007324.0,Comedy Crime Drama,229.0,86.0,0,5.6,4,2009
13550,16614,2009-04-03,17164377.0,Comedy,748.0,107.0,9500000,6.4,4,2009
13554,20048,2009-02-05,108332743.0,Comedy Romance,787.0,104.0,40000000,6.1,2,2009
13581,13804,2009-04-02,363164265.0,Action Crime Drama Thriller,2426.0,107.0,85000000,6.5,4,2009
13588,21376,1979-06-01,20200000.0,Action Adventure Crime Drama Thriller,22.0,90.0,0,3.6,6,1979
13590,19833,2009-01-22,6149791.0,Comedy,194.0,106.0,0,7.0,1,2009
13593,15801,2008-12-12,44872.0,Action Crime Drama,37.0,100.0,0,6.4,12,2008
13598,18947,2009-04-01,36348784.0,Drama Comedy,678.0,116.0,50000000,7.2,4,2009
13602,16996,2009-03-11,136267476.0,Comedy,1388.0,102.0,20000000,6.1,3,2009
13605,16869,2009-08-18,319131050.0,Drama Action Thriller War,6598.0,153.0,70000000,7.9,8,2009
13606,16995,2009-04-17,87784194.0,Action,489.0,127.0,60000000,6.7,4,2009
13616,15092,2009-04-16,34560577.0,Action Thriller Crime,878.0,96.0,20000000,5.9,4,2009
13622,17431,2009-06-12,9760104.0,Science Fiction Drama,1831.0,97.0,5000000,7.6,6,2009
13630,18320,2009-03-04,27409889.0,Drama,330.0,105.0,35000000,7.1,3,2009
13633,17436,2008-11-05,382174.0,Drama,60.0,98.0,18000000,4.4,11,2008
13635,2080,2009-04-28,373062864.0,Adventure Action Thriller Science Fiction,4086.0,107.0,150000000,6.2,4,2009
13636,17680,2009-01-20,1007962.0,Comedy Drama,83.0,77.0,1700000,5.2,1,2009
13641,21191,2009-03-20,5101756.0,Drama Action Thriller Crime,139.0,96.0,0,7.3,3,2009
13643,13475,2009-05-06,385680446.0,Science Fiction Action Adventure,4574.0,127.0,150000000,7.4,5,2009
13647,16279,2008-01-18,900689.0,Comedy Drama,86.0,87.0,0,6.0,1,2008
13648,72891,2006-02-11,2209023.0,Drama Romance,10.0,74.0,0,6.0,2,2006
13654,15384,2009-01-07,121059225.0,War Action Drama History Thriller,110.0,136.0,80000000,7.1,1,2009
13662,17532,2009-04-28,4100000.0,Thriller Crime Science Fiction Mystery,124.0,103.0,4000000,3.6,4,2009
13663,10946,2007-04-22,109000000.0,Documentary,136.0,90.0,15000000,7.5,4,2007
13669,15577,2009-02-27,1037335.0,Crime Drama,95.0,113.0,25000000,6.2,2,2009
13670,13448,2009-05-13,356613439.0,Thriller Mystery,2183.0,138.0,150000000,6.5,5,2009
13684,13532,2009-02-06,948753.0,Adventure Comedy,320.0,90.0,0,6.1,2,2009
13685,18495,1992-05-01,6132924.0,Comedy,10.0,107.0,0,6.1,5,1992
13692,21583,2009-02-08,2434658.0,Comedy Drama Romance,102.0,94.0,0,5.5,2,2009
13693,534,2009-05-20,371353001.0,Action Science Fiction Thriller,2496.0,115.0,200000000,5.9,5,2009
13694,18360,2009-05-20,413106170.0,Adventure Fantasy Action Comedy Family,2026.0,105.0,150000000,5.9,5,2009
13697,19375,2008-06-24,119563.0,Music Romance,25.0,95.0,0,6.1,6,2008
13700,21755,2008-09-09,5530764.0,Adventure Comedy Drama Romance,206.0,114.0,20000000,6.8,9,2008
13719,17332,2009-04-24,31720158.0,Drama,237.0,109.0,60000000,6.6,4,2009
13720,18405,2009-03-13,32721635.0,Crime Thriller Horror Drama,449.0,110.0,15000000,6.2,3,2009
13723,16871,2009-03-15,90810892.0,Horror Thriller,995.0,99.0,30000000,6.2,3,2009
13724,14160,2009-05-13,735099082.0,Animation Comedy Family Adventure,7048.0,96.0,175000000,7.8,5,2009
13738,17927,2009-02-20,18599102.0,Comedy,194.0,90.0,20000000,6.0,2,2009
13746,18785,2009-06-05,459270619.0,Comedy,6324.0,100.0,35000000,7.2,6,2009
13747,16164,2008-11-13,2960993.0,Crime Drama Thriller,80.0,95.0,0,5.9,11,2008
13748,17609,2009-05-18,791867.0,Drama Horror Thriller,687.0,108.0,11000000,6.4,5,2009
13754,16345,2009-02-13,10000000.0,Comedy Drama,27.0,137.0,5750000,6.5,2,2009
13769,13856,2006-01-30,7202.0,Drama Fantasy Science Fiction,32.0,81.0,1000000,6.6,1,2006
13770,14536,2009-01-30,29010817.0,Comedy,99.0,97.0,8000000,5.2,1,2009
13773,14451,2009-01-09,1984662.0,Horror Comedy,313.0,91.0,800000,6.1,1,2009
13774,18162,2009-06-05,68688831.0,Adventure Comedy Science Fiction,387.0,102.0,100000000,5.4,6,2009
13780,18487,2009-06-11,150166126.0,Thriller Drama Crime,971.0,106.0,100000000,6.2,6,2009
13793,40509,1993-12-17,278720.0,Drama,7.0,123.0,0,5.7,12,1993
13795,31544,1991-05-01,4654288.0,Action Crime Thriller,26.0,95.0,0,5.3,5,1991
13798,18240,2009-06-01,317375031.0,Comedy Romance Drama,1858.0,108.0,40000000,6.7,6,2009
13800,28110,1973-07-20,2000000.0,Action Crime Drama,23.0,107.0,1000000,6.7,7,1973
13803,17610,2009-06-18,62357900.0,Comedy Adventure,538.0,97.0,60000000,4.6,6,2009
13817,12162,2008-10-10,42000000.0,Drama Thriller War,1881.0,131.0,15000000,7.2,10,2008
13833,8373,2009-06-19,836297228.0,Science Fiction Action Adventure,3192.0,150.0,150000000,6.0,6,2009
13835,24734,1991-10-09,3106559.0,Thriller Action Adventure Drama,46.0,102.0,0,5.7,10,1991
13842,19265,2009-06-19,35097815.0,Comedy Romance,365.0,92.0,15000000,6.8,6,2009
13843,12556,2009-05-01,102223269.0,Fantasy Comedy Romance,716.0,100.0,0,5.6,5,2009
13847,11322,2009-07-01,214104620.0,History Crime Drama,1371.0,140.0,80000000,6.5,7,2009
13848,8355,2009-06-29,886686817.0,Animation Comedy Family Adventure,2330.0,94.0,90000000,6.5,6,2009
13860,24927,2007-05-06,1449945.0,Horror,12.0,80.0,3000000,4.0,5,2007
13863,10024,2009-06-26,95714875.0,Drama,614.0,109.0,30000000,7.1,6,2009
13865,15423,2006-06-27,25900.0,Action Comedy Drama Horror,18.0,84.0,5000000,4.2,6,2006
13867,69426,2000-05-05,500000.0,Drama Romance Foreign,7.0,157.0,500000,6.4,5,2000
13874,19913,2009-07-17,60722734.0,Comedy Drama Romance,2993.0,95.0,7500000,7.2,7,2009
13887,16911,2008-12-18,21834845.0,Action Fantasy Science Fiction Thriller,24.0,115.0,36500000,5.4,12,2008
13893,767,2009-07-07,933959197.0,Adventure Fantasy Family,5435.0,153.0,250000000,7.4,7,2009
13911,20174,1955-02-15,250000.0,Action Crime Drama,6.0,73.0,66000,3.8,2,1955
13914,8054,2009-10-01,64352607.0,Adventure Fantasy Mystery,885.0,123.0,30000000,6.3,10,2009
13935,22215,2009-02-10,9366227.0,Drama Comedy Romance,57.0,86.0,23000000,5.9,2,2009
13948,21208,2009-07-24,41596251.0,Horror Thriller Mystery,1296.0,123.0,20000000,6.7,7,2009
13952,20943,2009-07-24,205298907.0,Comedy Romance,1005.0,96.0,38000000,6.4,7,2009
13956,47870,1988-09-01,1192322.0,Comedy Drama,22.0,112.0,0,7.5,9,1988
13958,21407,2009-07-09,114000000.0,Horror Thriller,365.0,88.0,3400000,6.3,7,2009
13959,12403,2009-06-08,22852638.0,Thriller Mystery Adventure,355.0,98.0,14000000,6.2,6,2009
13963,41183,2003-09-12,18928.0,Drama,2.0,100.0,0,5.5,9,2003
13965,20856,2009-07-31,57881056.0,Adventure Comedy Family Fantasy Science Fiction,254.0,86.0,45000000,5.3,7,2009
13966,17654,2009-08-05,210819611.0,Science Fiction,3451.0,112.0,30000000,7.3,8,2009
13967,24803,2009-08-06,129540499.0,Romance Drama,579.0,123.0,40000000,6.6,8,2009
13969,17335,2009-04-24,73830340.0,Drama Thriller,138.0,108.0,20000000,5.1,4,2009
13970,13836,2009-03-12,106303988.0,Adventure Family Fantasy Science Fiction Thriller Action,520.0,98.0,50000000,5.4,3,2009
13971,20071,2009-07-02,2012927.0,Comedy,10.0,84.0,0,5.2,7,2009
13974,18126,2009-04-10,155545279.0,Comedy Drama Family Music Romance,465.0,102.0,35000000,6.0,4,2009
13975,14869,2009-08-04,302469017.0,Adventure Action Thriller Science Fiction,1988.0,118.0,175000000,5.6,8,2009
13979,17134,2009-03-19,17280326.0,Action Adventure Drama Thriller,223.0,108.0,20000000,5.7,3,2009
13980,50719,1987-04-10,154323.0,Comedy Horror,26.0,88.0,250000,4.7,4,1987
13989,18908,1999-04-01,5405313.0,Comedy Romance,18.0,106.0,0,6.2,4,1999
14007,15137,2007-09-01,223839.0,Animation Science Fiction Action Drama,132.0,97.0,0,7.4,9,2007
14017,22051,2009-07-29,2277396.0,Drama Romance,152.0,99.0,0,6.9,7,2009
14023,14940,2008-09-09,165888.0,Comedy Romance,51.0,99.0,0,5.8,9,2008
14024,24420,2009-08-14,101229792.0,Drama Romance Fantasy,815.0,107.0,39000000,6.7,8,2009
14031,23367,2009-08-06,5210988.0,Comedy Drama Family Music,129.0,111.0,20000000,5.4,8,2009
14033,45852,2008-11-19,268431.0,Documentary Drama,2.0,105.0,0,6.5,11,2008
14035,16710,2008-03-21,41939392.0,Comedy Drama Romance,35.0,100.0,0,6.0,3,2008
14036,19840,2009-07-10,15345201.0,Comedy Romance,204.0,102.0,18000000,5.2,7,2009
14041,25183,2009-07-31,1296971.0,Comedy Drama Romance,37.0,88.0,1000000,5.7,7,2009
14044,19585,2009-07-21,292817841.0,Fantasy Action Adventure Family Comedy,519.0,88.0,150000000,5.1,7,2009
14045,41682,1992-08-21,8251071.0,Action,13.0,120.0,40000000,4.3,8,1992
14046,17336,2009-04-24,32474120.0,Action Adventure Crime Drama Thriller,198.0,105.0,0,5.5,4,2009
14047,11928,2009-06-11,113221.0,Drama Mystery,49.0,127.0,15000000,6.7,6,2009
14052,18533,2008-10-09,2260712.0,Drama Action Crime,756.0,92.0,230000,6.9,10,2008
14063,18032,2008-09-06,7070330.0,Adventure Fantasy Drama Science Fiction Romance Family,112.0,103.0,12000000,6.2,9,2008
14078,22492,2009-08-14,1896244.0,Documentary Music,54.0,97.0,0,7.4,8,2009
14086,21955,1976-05-01,17883410.0,Comedy,12.0,89.0,0,5.2,5,1976
14088,25704,2009-08-21,6405245.0,Comedy,102.0,89.0,15000000,5.0,8,2009
14094,23049,2009-02-06,20455276.0,Comedy Romance,104.0,95.0,17000000,5.6,2,2009
14097,15457,2008-09-24,850575.0,Drama,29.0,120.0,0,6.2,9,2008
14107,34869,2007-06-06,121129.0,Thriller Drama,26.0,89.0,0,7.1,6,2007
14108,24150,2009-08-28,39421467.0,Horror,273.0,105.0,15000000,5.1,8,2009
14110,60216,1943-05-03,1200000.0,Thriller War,22.0,96.0,855000,6.9,5,1943
14114,23451,2009-09-04,1179676.0,Documentary Foreign,9.0,85.0,700000,6.4,9,2009
14115,25376,2009-08-13,33965843.0,Crime Drama Mystery Romance,638.0,129.0,2000000,7.8,8,2009
14117,12244,2009-08-19,48428063.0,Action Adventure Animation Science Fiction Thriller,1291.0,79.0,30000000,6.6,8,2009
14134,19898,2009-09-08,20645327.0,Action Horror Mystery Science Fiction Thriller,783.0,108.0,33000000,6.5,9,2009
14141,10313,2009-10-17,68729358.0,Comedy War,755.0,93.0,24000000,5.9,10,2009
14156,19994,2009-09-18,31556061.0,Comedy Horror,858.0,100.0,16000000,5.3,9,2009
14157,11323,2009-09-18,35424826.0,Drama Comedy Crime,305.0,108.0,22000000,6.0,9,2009
14164,12569,2009-09-03,10848783.0,Comedy,192.0,92.0,8000000,5.7,9,2009
14165,19912,2009-08-26,186167139.0,Horror Mystery,851.0,82.0,40000000,5.4,8,2009
14166,18501,2009-09-03,40828540.0,Action Thriller Science Fiction,778.0,95.0,50000000,5.6,9,2009
14167,22794,2009-09-17,242988466.0,Animation Comedy Family,1799.0,90.0,100000000,6.5,9,2009
14176,18724,1958-05-19,480000.0,Horror Science Fiction,30.0,65.0,88000,4.8,5,1958
14178,16873,2007-09-06,6101046.0,Action Adventure Animation Science Fiction,98.0,85.0,4000000,6.0,9,2007
14180,25643,2009-09-18,36133014.0,Drama Romance,188.0,109.0,18000000,5.6,9,2009
14181,29963,2009-11-05,4440055.0,Drama Romance,111.0,119.0,8500000,6.8,11,2009
14192,23827,2007-09-14,193355800.0,Horror Mystery,1351.0,86.0,15000,5.9,9,2007
14204,20178,2009-08-20,295750.0,Comedy Romance,181.0,99.0,10000000,6.5,8,2009
14211,22074,2009-09-06,17436509.0,Documentary,168.0,120.0,20000000,7.0,9,2009
14214,22717,2009-09-18,134.0,Action Comedy Crime Thriller,32.0,129.0,75,5.2,9,2009
14215,23128,2009-07-31,1162422.0,Documentary,241.0,92.0,0,7.9,7,2009
14216,12573,2009-10-02,31430334.0,Comedy Drama,492.0,105.0,7000000,6.6,10,2009
14217,28053,2009-03-06,6670712.0,Drama Comedy,114.0,104.0,6000000,6.9,3,2009
14230,22798,2009-09-13,16633035.0,Drama,366.0,111.0,15000000,6.7,9,2009
14231,23082,2009-09-13,31912793.0,Comedy Romance Fantasy,523.0,100.0,18500000,6.0,9,2009
14232,62635,2009-06-07,302000.0,Documentary Foreign,3.0,102.0,0,4.7,6,2009
14234,19959,2009-09-24,122444772.0,Action Science Fiction Thriller,1219.0,89.0,80000000,5.9,9,2009
14236,19908,2009-10-07,102391382.0,Comedy Horror,3655.0,88.0,23600000,7.2,10,2009
